facility_id,latitude,longitude,census_tract
1002379,42.531389,-94.293333,19187010200
1006904,34.2557,-84.7825,13015960407
1002909,45.872608,-96.725109,46109940700
1007846,30.42,-81.604167,12031010202
1007548,30.186144,-93.331209,22019003200
1003176,37.237518,-76.652662,51095080104
1007214,33.13607,-91.96705,05003960600
1006994,32.46143,-93.71228,22017022800
1006155,38.6011,-75.2629,10005050703
1014644,46.202338,-119.776211,53005011702
1000037,41.5514,-90.2256,17161020101
1006343,43.741,-83.4483,26063950800
1007273,44.7887,-89.6943,55073001204
1004331,43.431367,-94.95422,19059451000
1001859,39.28023,-76.57112,24510261100
1005050,45.356397,-122.614836,41005020602
1010991,40.768389,-87.152694,18073101300
1004365,27.487024,-82.551166,12081000703
1004584,43.472883,-83.410497,26157000600
1000261,41.7775,-87.8233,17031820501
1004222,44.205278,-88.455026,55139002900
1012380,42.51807,-88.98482,55105002602
1004526,43.37163,-96.964265,46125965100
1006490,37.933569,-87.873408,18129040700
1001680,35.258611,-101.642222,48375014401
1002804,46.837778,-119.176389,53001950400
1013855,36.214105000000004,-90.958468,05121960100
1006453,28.993626,-95.357721,48039664200
1002187,30.736214,-88.0483,01097003800
1004205,38.47661,-121.80385,06095253300
1006912,41.17562,-83.3806,39147962800
1003087,41.5383,-109.128,56037971200
1012094,36.837434,-120.447681,06019008403
1006617,33.718056,-95.568222,48277000600
1008786,38.195278,-85.872222,21111012702
1011708,32.439278,-94.688436,48203020604
1004861,40.556501,-89.666235,17179020900
1004737,35.10865,-85.247269,47065010501
1005415,42.02579,-95.36125,19047070401
1013898,39.331178,-84.483833,39017010909
1005293,44.48188,-89.56839,55097961102
1003966,42.860644,-74.025053,36093032602
1011314,31.500857,-85.903705,01031010200
1006552,38.90005,-98.84066,20167973800
1014626,44.188073,-88.460072,55139003300
1013721,35.276484,-93.092555,05115951301
1005707,43.612136,-116.579232,16027021008
1000405,39.12461,-100.738037,20063955300
1004867,30.2594,-91.1737,22047953102
1010743,34.455,-82.68293,45007011901
1013538,42.812378,-85.99931,26139022900
1013270,35.285359,-86.368475,47127930200
1007137,29.772089,-95.019464,48201254800
1012930,33.74063,-93.61436,05057480102
1007871,42.32335,-85.20758,26025004100
1000328,34.170552,-103.36991,35041000401
1003607,45.46343,-91.08877,55107960500
1012864,42.709612,-114.527559,16053970502
1004103,43.1468,-97.7264,46009967600
1006874,44.3244,-96.9048,46011958700
1013984,39.56604,-85.82205,18145710300
1014575,30.55991,-91.20212,22033004203
1003495,35.087889,-78.844949,37051002600
1004500,34.7663,-87.890501,01033020902
1006111,40.103056,-82.993056,39049009900
1012554,45.667393,-94.798139,27145010600
1011751,39.059284,-78.97118,54031970201
1006466,35.159551,-89.959858,47157001400
1012424,43.05984,-85.94879,26139020200
1012181,46.118735,-122.968082,53015980000
1004033,40.762424,-88.014319,17075950600
1007515,39.128189,-78.190829,51069050900
1000248,42.4641,-85.6941,26005031900
1013624,37.78682,-97.53099,20173010500
1001772,41.982778,-91.670556,19113001900
1014710,43.91355,-88.72623,55139002002
1001963,40.26916,-79.90549,42003564500
1013902,36.67816,-76.91079,51093280400
1013279,44.828889,-91.509167,55035000600
1013821,32.74109,-83.64578,13021013502
1014819,42.72837,-92.62315,19023070500
1014832,34.01515,-118.22445,06037206051
1013683,39.545833,-82.941944,39129021700
1014583,43.019113,-84.549654,26037010901
1013627,38.24408,-85.78067,21111002700
1013971,35.811205,-90.564021,05031000502
1014852,34.240417,-94.334833,05113950600
1013643,44.579444,-97.210556,46057955200
1012993,39.97553,-82.98999,39049003000
