facility_id,tech_scenario,change_in_electricity_demand_kwh,nei_id,facility_name,state,fuels,ng_dum,fuel_oils_dum,coal_dum,byproducts_dum,propane_dum,other_dum,naics_code,naics_description,county_fips,subregion,latitude,longitude,sector,pollutant_type,grid_emissions_kg_kwh,base_emissions,facility_emissions
1000034,Scenario4,178445579.71700194,3163611,ADM SOYBEAN PROCESSING - DES MOINES,IA,"['Subbituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311224,Soybean and Other Oilseed Processing,19153,MROW,41.626329,-93.583205,Food & Beverage,co2e,0.420276574784,108458.10000000002,1.455191522836685e-11
1000034,Scenario4,178445579.71700194,3163611,ADM SOYBEAN PROCESSING - DES MOINES,IA,"['Subbituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311224,Soybean and Other Oilseed Processing,19153,MROW,41.626329,-93.583205,Food & Beverage,nox,3.22503912e-4,229.9182759,2.552605636862992e-14
1000034,Scenario4,178445579.71700194,3163611,ADM SOYBEAN PROCESSING - DES MOINES,IA,"['Subbituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311224,Soybean and Other Oilseed Processing,19153,MROW,41.626329,-93.583205,Food & Beverage,so2,4.0641843200000003e-4,130.71827593,1.451264396767904e-14
1000034,Scenario4,178445579.71700194,3163611,ADM SOYBEAN PROCESSING - DES MOINES,IA,"['Subbituminous', 'Natural Gas (Weighted U.S. Average)', 'Distillate Fuel Oil No. 2']",1,1,0,0,0,0,311224,Soybean and Other Oilseed Processing,19153,MROW,41.626329,-93.583205,Food & Beverage,pm25,2.9800994399999998e-5,25.45954679,2.82657750427795e-15
1000035,Baseline,0,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,co2e,0.41551476596799997,197846.3,197846.3
1000035,Baseline,0,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,nox,1.91415824e-4,NA,NA
1000035,Baseline,0,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,so2,1.86879904e-4,NA,NA
1000035,Baseline,0,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,pm25,4.79900336e-5,NA,NA
1000035,Scenario1,874225809.8234602,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,co2e,0.41551476596799997,197846.3,0
1000035,Scenario1,874225809.8234602,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,nox,1.91415824e-4,NA,NA
1000035,Scenario1,874225809.8234602,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,so2,1.86879904e-4,NA,NA
1000035,Scenario1,874225809.8234602,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,pm25,4.79900336e-5,NA,NA
1000035,Scenario2,480634471.2695073,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,co2e,0.41551476596799997,197846.3,0
1000035,Scenario2,480634471.2695073,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,nox,1.91415824e-4,NA,NA
1000035,Scenario2,480634471.2695073,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,so2,1.86879904e-4,NA,NA
1000035,Scenario2,480634471.2695073,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,pm25,4.79900336e-5,NA,NA
1000035,Scenario3,786803228.8411142,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,co2e,0.41551476596799997,197846.3,0
1000035,Scenario3,786803228.8411142,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,nox,1.91415824e-4,NA,NA
1000035,Scenario3,786803228.8411142,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,so2,1.86879904e-4,NA,NA
1000035,Scenario3,786803228.8411142,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,pm25,4.79900336e-5,NA,NA
1000035,Scenario4,432571024.14255655,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,co2e,0.41551476596799997,197846.3,0
1000035,Scenario4,432571024.14255655,NA,THE ANDERSONS MARATHON HOLDINGS LLC,OH,['Natural Gas (Weighted U.S. Average)'],1,0,0,0,0,0,325193,Ethyl Alcohol Manufacturing,39037,RFCW,40.081111,-84.591667,Chemicals,nox,1.91415824e-4,NA,NA
